0; 3004 на первом начальная Слушаю 3004-ый на первом Начальном машинист (фамилия не прослушивается) С первого Ч-1 открыт, отправляейтесь ДНЦ Чиж Понятно, выходной с первого Ч-1 два желтых верхний мигающий отправляемся  3004 машинист (фамилия не прослушивается) На втором А (посторонний разговор) к верхнему диалогу не имеет отношения
1; Машинист поезда 3004 на первом пути станции Начальное Слушаю 3004 машинист «Фамилия» С первого пути выходной сигнал Ч-1 открыт, отправляейтесь. ДНЦ Чиж Понятно, выходной сигнал с первого пути Ч-1 открыт, отправляюсь. 3004 машинист «Фамилия» Верно или верно выполняйте
0; Машинист поезда 2604 на приближении к станции Урал-Тау 2604 машинист Шеин у предвходного Урал-Тау слушаю. Здравствуйте. По станции Урал-Тау входной вам открыт на 4 путь выходной светофор запрещающий, на 1 путь нечетный прибудет , проходы будут, буду пропускать по 4-му. ДНЦ Мухамьерова. Здравствуйте. Понятно в Урал- Тау маршрут на 4-ый боковой свободный путь, выходной со второго запрещающий, по прибытию нечетного будете дальше открывать, ДНЦ Мухамедьярова Верно Выполняю машинист Шульцев
1; Машинист поезда 2604 на приближении к станции Урал-Тау Слушаю Вас, машинист поезда №2604 Шеин На станцию Урал- Тау прибываете на 4-ой путь, выходной светофор Ч4 закрыт запрещающий ДНЦ Мухамедьярова Понятно, принимаете на 4-й путь, выходной светофор Ч4 запрещающий. Машинист Бузинский. Верно или верно выполняйте
0; 2804 перегон Гогино- Знойное 2804 Гогино- Знойное Не торопитесь в знойное проходов нет, а-а ,поезд нечет, а-а четный поезд отправлю через 10 минут со Знойного будет вам тогда дорога, тянуть не сможете 33-ий приказ ДНЦ Чиж. 33-ий Чиж Верно
1; Машинист поезда 2804 на приближении к станции Знойное Слушаю Вас, машинист поезда №2804 На станцию Знойное входной светофор Ч запрещающий. ДНЦ Чиж. Понятно. Входной Ч запрещающий. Верно Буду принимать вас на станцию Знойное в 10-10 после отправления четного поезда, проходов нет. Сможете безостановочно проследовать Понятно. Не сможем Тогда запишите приказ на остановку на удобном профиле до предвходного светофора. Пишу Приказ № 33 от 02.05.2024г. время 10 часов 01 минута. Разрешаю поезду №2804 остановиться на удобном профиле до предвходного светофора станции Знойное. ДНЦ Чиж Понятно. Приказ №33 от 02.05.2024г. время 10 часов 01 минута разрешаете остановиться на удобном профиле до предвходного светофора станции Знойное. Машинист поезда №2804 Верно, выполняйте.
0; На Входной Ч На 2-ой путь на выход Ч2 закрыт, на стоянку, неприём Карталов. ДСП Клименко 2208 Знойное на 2-ой  Ч2 закрыт машинист Лепихин
1; Машинист поезда № 2208 на приближении к станции Знойное. Слушаю Вас, машинист поезда №2120 Лепихин На станцию Знойное прибываете на 2-ой путь ,выходной светофор Ч2 закрыт (запрещающий) ДСП Клименко Понятно, принимаете на 2-й путь, выходной светофор Ч2 запрещающий. Машинист Лепихин Верно или Верно выполняйте
0; Слушаю диспетчер 4881 Бузинский на 38 км, в Бускуль куда прибываем? Бускуль входной открыт на 4-ый боковой, на выход Н4 запрещающий, ДНЦ Волчков Входной открыт на 4-ый боковой Н4 закрыт 4881 Понятно 
1; Машинист поезда № 4881 на приближении к станции Бускуль Слушаю Вас, машинист поезда №4881 Бузинский На станцию Бускуль прибываете на 4-ой путь, выходной светофор Н4 закрыт (запрещающий) можно и так и так) ДНЦ Волчков Понятно, принимаете на 4-й путь, выходной светофор Н4 запрещающий. Машинист Бузинский. Верно ( ИЛИ Верно выполняйте и так и так правильно)
0; 2501 машинист Федоров, Здравствуйте. В Абзаково прибываете на 4 свободный путь. Диспетчер Сигунова. 2501 машинист Федоров. Понятно в Абзаково на 4 путь. Верно выполняйте. Выполняю
1; Машинист поезда № 2501 на приближении к станции Абзаково Слушаю Вас, машинист поезда №2501 Федоров На станцию Абзаково прибываете на 4-ой путь ,выходной светофор Н4 закрыт (запрещающий) можно и так и так) ДНЦ Сигунова Понятно, принимаете на 4-й путь, выходной светофор Н4 запрещающий. Машинист Федоров. Верно ( ИЛИ Верно выполняйте и так и так правильно)
0; 22-й карабин машиниста на карабине Красногвардеец-2 Погром 2422, здравствуйте, машинист. Не задерживайтесь, хорошо. Пожалуйста, подъезжайте к станции Сорочинская. Понятно, что ДНЦ имени Бахтинова пойдет по Тоцкой в первую очередь. От Тоцкой в первую очередь до Сорочинска мы будем следовать по Бахтинскому шоссе, насколько это возможно
1; Машинист поезда 22-го на подходе к станции Погромное (или Красногвардеец-2, Погромное). Сержант Бахтинова, машинист 22-го карабина, слушает вас
0; 3-го числа заправщик подъехал близко к сигналу Н-3? Да, мы подъехали близко. Прикройте это. С водителем Глошевым все в порядке, я блокирую сигнал. Прибытие в 8:34 
1; Машинист поезда на 3-м пути станции Заливное. Машинист поезда на 3-м пути станции Заливное, Глошев. Я вас слушаю. Машинист поезда подъехал близко к сигналу Н-3? Да, мы подъехали близко. Блокируем сигнал Н-3. Водитель Глошев. Я вижу, я блокирую сигнал Н-3, Прибытие в 8:34, я вижу. Прибытие в 8:34
0; Машинист поезда 4392 Трифонов, ответьте диспетчеру 4392 машинист поезда Трифонов, я буду следовать за постом 2276, я слушаю вас, у нас открыт въезд H на второй путь, выходной сигнал H-2 закрыт, мы пропускаем нечетный участок 4392 машинист поезда Трифонов направляется в Лабазу. станция за 277 км, я вас понимаю. Сигнал Н, ведущий на склад, открыт, второй главный свободен, сигнал Н-2 закрыт. Пересечение с нечетным. Машинист Трифонов согласился. Правильно, действуйте. Мы это делаем.
1; Машинист поезда 4392 на подходе к станции К, машинист поезда 4392 Трифонов, я вас слушаю, Вы прибываете на станцию К по второму пути, входной светофор открыт, выходной сигнал Н-2 закрыт (запрещающий). Сержант Петров, конечно же, вы выбираете второй путь, выходной сигнал H-2 закрыт (запрещающий), водитель 4392 Трифонов, правильно или некорректно выполняет
0; 3576 на въездной станции Есаульская, ответьте на поезд 3576 на перегоне Ишалино-Есаульская, на въездной станции Есаульская, машинист Васильев, я вас слушаю, машинист разгоняется до Шага, мы делаем переходы быстрее, на станции пересечемся с Орлом из Шагола, понятно, на пересечении с Орлом на станции Шагол водитель 3576 Васильев
1; Машинист поезда 3576 на въезде на станцию Есаульская слушает вас, машинист 3576 Васильев, машинист 3576 Васильев на станции Шагол, проследуйте к 10:20, пересечение с Орлом. Полное название DNC понятно, приезжайте на станцию в 10:20, пересечитесь с водителем Eagle Васильевым правильно или некорректно выполните
0; 2675 Лебяжье-Сибирская, Кравцево, 2675 машинист Бриткин на 2632 км, слушаю машиниста, здравствуйте, поездной диспетчер. Впереди перегон полностью свободен. Пожалуйста, сохраняйте максимальную скорость на уровне 6.08, позади вас все еще много поездов, машинист 2675 Гибриткин, ясно, что мы сможем выдержать максимальную скорость в 6.08. Кравцева. Позади нас много поездов, все в порядке, пожалуйста, постарайтесь проехать 6.08
1; Машинист поезда 2675 на перегоне Лебяжья-Сибирская - Кравцево, машинист 2675, я слушаю вас, машинист 2675, мы следуем, насколько это возможно, на станцию Кравцево в 13:20, у вас пакет нечетных поездов, фамилия оператора понятна. Я следую максимально допустимым маршрутом на станции Крацево в 13:20, а затем отправляю нечетную посылку. машинист 2675 Gibritkin, Все правильно или не так ли
0; Май 2024 г. время на часах - 5 часов 2 минуты, перегон Тамерлан-Тумак, нечетный путь 107-й км, пикет 6-й, скорость для всех поездов - 60 км/ч, рельсы перекошены. С 22 по 15, П.С. Синьков передал, что все ясно, телефонограмма номер 9, время 5 часов 02 минуты, перегон Тамерлан-Тумак, нечетный путь, 107 км, 6-й пикет, скорость всех поездов 60 км в час, рельсы перекошены, П.С. Синьков передал, принято, госпожа Бочкарева, все в порядке, спасибо
1; Диспетчер слушает, диспетчерша. Бочкарева, телефонограмма № 9 от 02.05.2024, время 5 часов 02 минуты, перегон Тамерлан-Тумак, нечетный путь, 107 км, пикет 6, скорость 60 км в час для всех поездов, кривая колея, переданная П.С. Синьковым, ясно, телефонограмма № 9 от 02.05.2024, время 5 часов 02 минуты., перегон Тамерлан-Тумак, нечетный путь, 107 км, 6-й пикет, скорость 60 км в час для всех поездов, перекошенный путь, переведен П.С. Синьковым, правильно принят DNC Бочкаревой.
0; 3004-й на первом начальном, я слушаю 3004-й на первом начальном, водитель (фамилия не прослушивается) С первого часа-1 свободен, едем в DNC, Чиж свободен, выходной с первого часа-1, два желтых верхних мигания, мы едем. водитель 3004 (фамилия не указана) на втором A (посторонний разговор) не имеет никакого отношения к верхнему диалогу
1; Машинист 3004 поезда на первом пути станции, начальное прослушивание 3004 Фамилия машиниста с первого пути, выходной сигнал H-1 открыт, переходите. DNC Чижа чист, выходной сигнал с первого тракта H-1 открыт, я ухожу. 3004 машинист Фамилия правильно или некорректно выполняет
0; Машинист поезда 2604 на подходе к станции Урал-Тау, машинист 2604 Шеин на предпоездном Урал-Тау слушает. Здравствуйте. На станции Урал-Тау для вас открыт вход с 4-го пути, светофор на выходе запрещающий, на 1-й путь заедет нечетный, там будут переходы, я пропущу по 4-му. DNC Мухаметова. Здравствуйте. Понятно, что в Урал-Тау маршрут до 4-го бокового бесплатен, выходной день со второго запрещен, по прибытии на нечетный вы продолжите движение, DNC Мухамедьярова Добросовестно выполняется водителем Шульцевым
1; Машинист поезда № 2604 на подходе к станции Урал-Тау, я слушаю вас, машинист поезда № 2604 Шеин На станции Урал-Тау прибывает на 4-й путь, выходной светофор H4 закрыт, запрещающий движение по DNC Мухамедьяров, все ясно, вы выезжаете на 4-й путь, светофор H4 на выезде запрещает движение. Водитель Бузинский. Делай все правильно или поступай неправильно
0; 2804 Перегон Гогино- Знойный, 2804 Перегон Гогино-Знойный, не спешите в знойный, там нет переходов, ах, поезд нечетный, и я отправлю четный поезд через 10 минут из Знойного, тогда вы будете в пути, вы не сможете доехать до 33-го маршрута. Дональд Чиж. 33-й Чиж прав
1; Машинист поезда № 2804 на подходе к станции Знойная Слушает вас, машинист поезда № 2804 на станции Знойная запрещающий сигнал светофора на въезде. ДНЦ Чиж. Ясно. Код на входе запрещающий. Я отвезу вас на Душную станцию в 10-10 утра после отправления поезда с четным номером, там нет проходов. Вы сможете четко проследовать без остановок. Если мы не можем, то запишите приказ остановиться на удобном профиле перед светофором. Я пишу приказ № 33 от 05.02.2024. Время 10:01 утра. Я разрешаю поезд №. 2804, чтобы остановиться на удобном участке перед отправным светофором станции Знойное. С DNC Чиж все понятно. Согласно приказу № 33 от 05.02.2024, в 10:01 утра вам разрешается останавливаться на удобном участке перед светофором станции Знойное. Машинист поезда № 2804 прав, сделайте это.
0; На въезде H на 2-й путь к выходу H2 закрыт, на стоянку картели не принимаются. ДСП Клименко 2208 Знойный на 2-й час закрыто машинистом Лепихиным
1; Машинист поезда № 2208 на подходе к станции Знойное. Слушаю вас, машинист поезда № 2120 Лепихин На станцию Знойное прибывает на 2-й путь, выходной сигнал светофора Н2 закрыт (запрещающий) ДСП Клименко свободен, вы переходите на 2-й путь, выходной сигнал светофора Н2 запрещающий. Машинист Лепихин правильно или некорректно выполнял
0; Я слушаю диспетчера 4881 Бузинского на 38 км, куда мы прибываем в Бускуле? Въездная магистраль открыта с 4-й стороны, выход H4 закрыт, въезд в центр Волчкова открыт с 4-й стороны, H4 закрыт 4881, Все чисто 
1; Машинист поезда № 4881 на подходе к станции Бускуль, я слушаю вас, машинист поезда № 4881 Бузинский На станции Бускуль прибывает на 4-й путь, выходной светофор H4 закрыт (запрещающий сигнал), вы можете сделать и то, и другое) С DNC Волчкова все ясно, вы садитесь на 4-й путь, выезд со светофора H4 запрещен. Водитель Бузинский. Правильно (ИЛИ делайте правильно и так и сяк правильно)
0; 2501 машинист Федоров, здравствуйте. Вы прибываете в Абзаково по 4-му свободному пути. Диспетчер Сигунов. 2501 машинист Федоров. Это видно в Абзаково на 4-м пути. Делайте все правильно. Я делаю это
1; Машинист поезда № 2501 на подходе к станции Абзаково, я слушаю вас, машинист поезда № 2501 Федоров, на станции Абзаково вы прибываете на 4-й путь, выходной светофор H4 закрыт (запрещающий сигнал), вы можете сделать и то, и другое) DNC Сигунов свободен, вы садитесь на 4-й путь. кстати, светофор H4 на выезде запрещает движение. Машинист Федоров. Правильно (ИЛИ делай это правильно и так-то и так-то правильно)
0; Я слушаю диспетчера 4881 Бузинского на 38 км, куда мы направляемся в Бускуле? Въездная магистраль открыта с 4-й стороны, выход H4 закрыт, въезд в центр Волчкова открыт с 4-й стороны, H4 закрыт 4881, Все чисто 1 Машинист поезда № 4881 на подходе к станции Бускуль, я слушаю вас, машинист поезда № 4881 Бузинский На станции Бускуль прибывает на 4-й путь, выходной светофор H4 закрыт (запрещающий сигнал), вы можете сделать и то, и другое) С DNC Волчкова все ясно, вы садитесь на 4-й путь, выезд со светофора H4 запрещен. Водитель Бузинский. Правильно (ИЛИ делайте правильно и так и сяк правильно) 0 2501 машинист Федоров, здравствуйте. Вы прибываете в Абзаково по 4-му свободному пути. Диспетчер Сигунов. 2501 машинист Федоров. Это видно в Абзаково на 4-м пути. Делайте все правильно. Я делаю это 1 Машинист поезда № 2501 на подходе к станции Абзаково, я слушаю вас, машинист поезда № 2501 Федоров, на станции Абзаково вы прибываете на 4-й путь, выходной светофор H4 закрыт (запрещающий сигнал), вы можете сделать и то, и другое) DNC Сигунов свободен, вы садитесь на 4-й путь. кстати, светофор H4 на выезде запрещает движение. Машинист Федоров. Правильно (ИЛИ делай это правильно и так-то и так-то правильно)
1; Машинист поезда 22-го на подходе к станции Погромное (или Красногвардеец-2, Погромное). Сержант Бахтинова, машинист 22-го карабина, слушает вас
0; 3-го числа заправщик подъехал близко к сигналу Н-3? Да, мы подъехали близко. Прикройте это. С водителем Глошевым все в порядке, я блокирую сигнал. Прибытие в 8:34 
1; Машинист поезда на 3-м пути станции Заливное. Машинист поезда на 3-м пути станции Заливное, Глошев. Я вас слушаю. Машинист поезда подъехал близко к сигналу Н-3? Да, мы подъехали близко. Блокируем сигнал Н-3. Водитель Глошев. Я вижу, я блокирую сигнал Н-3, Прибытие в 8:34, я вижу. Прибытие в 8:34
1; Машинист поезда 4392 на подходе к станции К, машинист поезда 4392 Трифонов, я вас слушаю, Вы прибываете на станцию К по второму пути, входной светофор открыт, выходной сигнал Н-2 закрыт (запрещающий). Сержант Петров, конечно же, вы выбираете второй путь, выходной светофор H-2 закрыт (запрещающий), водитель 4392 Трифонов, правильно или некорректно выполняет
0; 3576 на въездной станции Есаульская, ответьте на поезд 3576 на перегоне Ишалино-Есаульская, на въездной станции Есаульская, машинист Васильев, я вас слушаю, машинист разгоняется до Шага, мы делаем переходы быстрее, на станции пересечемся с Орлом из Шагола, понятно, на пересечении с Орлом на станции Шагол водитель 3576 Васильев
1; Машинист поезда 3576 на въезде на станцию Есаульская слушает вас, машинист 3576 Васильев, машинист 3576 Васильев на станции Шагол, проследуйте к 10:20, пересечение с Орлом. Полное название DNC понятно, приезжайте на станцию в 10:20, пересечитесь с водителем Eagle Васильевым правильно или некорректно выполните
1; Машинист поезда 2675 на перегоне Лебяжья-Сибирская - Кравцево, машинист 2675, я слушаю вас, машинист 2675, мы следуем, насколько это возможно, на станцию Кравцево в 13:20, у вас пакет нечетных поездов, фамилия оператора понятна, я следую максимально допустимым маршрутом на станции Крацево в 13:20, а затем отправляю нечетную посылку. машинист 2675 Gibritkin, Все правильно или не так ли
0; Май 2024 г. время на часах - 5 часов 2 минуты, перегон Тамерлан-Тумак, нечетный путь 107-й км, пикет 6-й, скорость для всех поездов - 60 км/ч, рельсы перекошены. С 22 по 15, П.С. Синьков передал, что все ясно, телефонограмма номер 9, время 5 часов 02 минуты, перегон Тамерлан-Тумак, нечетный путь, 107 км, 6-й пикет, скорость всех поездов 60 км в час, рельсы перекошены, П.С. Синьков передал, принято, госпожа Бочкарева, все в порядке, спасибо
1; Диспетчер слушает, диспетчерша. Бочкарева, телефонограмма № 9 от 02.05.2024, время 5 часов 02 минуты, перегон Тамерлан-Тумак, нечетный путь, 107 км, пикет 6, скорость 60 км в час для всех поездов, кривая колея, переданная П.С. Синьковым, ясно, телефонограмма № 9 от 02.05.2024, время 5 часов 02 минуты., перегон Тамерлан-Тумак, нечетный путь, 107 км, 6-й пикет, скорость 60 км в час для всех поездов, перекошенный путь, переведен П.С. Синьковым, правильно принят DNC Бочкаревой.
0; 3004-й на первом начальном, я слушаю 3004-й на первом начальном, водитель (фамилия не прослушивается) С первого часа-1 свободен, едем в DNC, Чиж свобод
1; Машинист поезда 1001 на подходе к станции “А”, машинист 1001 Иванов, я вас слушаю, Вы прибываете на станцию “А” по первому пути, входной светофор открыт, выходной сигнал Н-1 закрыт (запрещающий). Сержант Петров, конечно же, вы выбираете первый путь, выходной светофор H-1 закрыт (запрещающий), водитель 1001 Иванов, правильно или некорректно выполняет
0; Машинист поезда 2002 на подходе к станции “Б”, машинист 2002 Петров, я вас слушаю, Вы прибываете на станцию “Б” по второму пути, входной светофор открыт, выходной сигнал Н-2 открыт (разрешающий). Сержант Иванов, конечно же, вы выбираете второй путь, выходной светофор H-2 открыт (разрешающий), водитель 2002 Петров, правильно или некорректно выполняет
1; Машинист поезда 3003 на подходе к станции “В”, машинист 3003 Сидоров, я вас слушаю, Вы прибываете на станцию “В” по третьему пути, входной светофор открыт, выходной сигнал Н-3 закрыт (запрещающий). Сержант Петров, конечно же, вы выбираете третий путь, выходной светофор H-3 закрыт (запрещающий), водитель 3003 Сидоров, правильно или некорректно выполняет
0; Машинист поезда 4004 на подходе к станции “Г”, машинист 4004 Кузнецов, я вас слушаю, Вы прибываете на станцию “Г” по четвертому пути, входной светофор открыт, выходной сигнал Н-4 открыт (разрешающий). Сержант Иванов, конечно же, вы выбираете четвертый путь, выходной светофор H-4 открыт (разрешающий), водитель 4004 Кузнецов, правильно или некорректно выполняет
1; Машинист поезда 5005 на подходе к станции “Д”, машинист 5005 Попов, я вас слушаю, Вы прибываете на станцию “Д” по пятому пути, входной светофор открыт, выходной сигнал Н-5 закрыт (запрещающий). Сержант Петров, конечно же, вы выбираете пятый путь, выходной светофор H-5 закрыт (запрещающий), водитель 5005 Попов, правильно или некорректно выполняет
0; Машинист поезда 6006 на подходе к станции “Е”, машинист 6006 Соколов, я вас слушаю, Вы прибываете на станцию “Е” по шестому пути, входной светофор открыт, выходной сигнал Н-6 открыт (разрешающий). Сержант Иванов, конечно же, вы выбираете шестой путь, выходной светофор H-6 открыт (разрешающий), водитель 6006 Соколов, правильно или некорректно выполняет
1; Машинист поезда 7007 на подходе к станции “Ж”, машинист 7007 Михайлов, я вас слушаю, Вы прибываете на станцию “Ж” по седьмому пути, входной светофор открыт, выходной сигнал Н-7 закрыт (запрещающий). Сержант Петров, конечно же, вы выбираете седьмой путь, выходной светофор H-7 закрыт (запрещающий), водитель 7007 Михайлов, правильно или некорректно выполняет
0; Машинист поезда 8008 на подходе к станции “З”, машинист 8008 Федоров, я вас слушаю, Вы прибываете на станцию “З” по восьмому пути, входной светофор открыт, выходной сигнал Н-8 открыт (разрешающий). Сержант Иванов, конечно же, вы выбираете восьмой путь, выходной светофор H-8 открыт (разрешающий), водитель 8008 Федоров, правильно или некорректно выполняет
0; 22-ой машинист Карабин на перегоне Красногвардеец- 2 Погромное 2422 Карабин, прослушивает Вас Здрасти, машинист. Не затягивайтесь, отлично. До станции Сорочинская проедьте, пожалуйста. По Тоцкой по первому пути станет двигаться ДНЦ Бахтинова Ясно. С Тоцкой по первому пути до Сорочинск очень максимально допустимой следуем Бахтинова Карабин
1; Машинист поезда 22-го на приближении к станции Погромное (или Красногвардеец- 2 Погромное). ДНЦ Бахтинова 22-ой машинист Карабин, прослушивает Вас
0; На 3-ем Холодное подтянули впритирку к сигналу Н-3? Да, впритирку встали. Перекрывайте. Машинист Глошев Ясно, перекрываю знак. 8:34 прибытие
1; Машинист поезда на 3-ем пути станции Холодное. Машинист поезда на 3-м пути станции Холодное, Глошев. Внимаю вас. Машинист поезда Подтянули впритирку к сигналу Н-3? Да, впритирку встали. Перекрывайте знак Н-3. Машинист Глошев. Ясно, перекрываю знак Н-3 Прибытие 8:34 Ясно. Прибытие 8:34
0; Машинист поезда 4392 Трифонов, диспетчеру ответьте 4392 машинист Трифонов проследую 2276 пост, внимаю вас У нас на входной Ч не закрыт на 2 дорога, на выход знак Ч-2 прикрыт, на стоянку пропускаем нечетное ДНЦ 4392 машинист Трифонов идет по стопам на станцию Лабазу по 277 км, я вас взял в толк. Лабазу знак Ч не закрыт, на 2 ключевой вакантный, Ч-2 знак прикрыт. Скрещение с нечетным. Машинист Трифонов принял. Правильно, делайте Исполняем
1; Машинист поезда 4392 на приближении к станции «К», Машинист поезда 4392 Трифонов, внимаю вас, На станцию «К» приезжаете на 2 дорога, входной светофор не закрыт, выходной знак Ч-2 прикрыт (запрещающий). ДНЦ Петрова, Ясно, берете на себя на 2 дорога, выходной знак Ч-2 прикрыт (запрещающий),машинист 4392 Трифонов, Правильно или же правильно делайте
0; 3576 у входного станции Есаульская, ответьте поездному 3576 на перегоне Ишалино Есаульская, у входного станции Есаульская, машинист Васильев, внимаю вас Машинист до Шагла разгоняемся, проходы оперативнее проделываем, на скрещение с Орланом станем по станции Шагол Ясно, скрещение с Орланом по станции Шагол 3576 машинист Васильев
0; 2675 Лебяже-Сибирская Кравцево 2675 машинист Гибриткин на 2632 км, внимаю Машинист, здрасти, поездной диспетчер. Впереди всецело пролет свободен. Пожалуйста, наибольшую скорость надобно выдерживать 6,08, за вами ещё куча-куча поездов 2675 машинист Гибриткин, ясно скорость наибольшую выдерживаем 6,08. Кравцева. За нами множество поездов Правильно все, постараемся, пожалуйста, 6,08 пройти
